States inputs Time(msecs) Memory(MB) Nodes Length Episodes Sequence Algorithm
128 3 164 5.58594 547 143 331 aaTaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTTaaTaTTbTbTbaTbbb Q_PDS
128 3 229 6.83203 862 140 513 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaababTbbTaTaTab Q_PDS
128 3 88 5.41406 411 137 242 baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaTaaTaaTaTabbabTbTb Q_PDS
128 3 81 5.71094 349 135 262 aaaaaTbaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaabaaTaaaaaaaaaaa Q_PDS
128 3 207 6.61719 744 132 466 aaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTa Q_PDS
128 3 95 5.46875 444 133 278 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabTbTTabb Q_PDS
128 3 42 4.96875 183 130 200 aaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbTb Q_PDS
128 3 47 5.09766 178 150 212 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaTaTaTbabbTaTbaabTaTaTaTab Q_PDS
128 3 63 5.35156 248 135 263 aaaaaaaaaaaaabaaaaaTaaaaaaaaTaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaabaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaa Q_PDS
128 3 39 5.03906 142 139 199 aaabaaaaabaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaabaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaTaTbaaab Q_PDS
128 3 147 5.44531 474 133 309 baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaTaTbbb Q_PDS
128 3 135 5.16797 380 134 229 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaTbbbbTbTb Q_PDS
128 3 51 5.17188 224 136 239 aaaaaaaaaaaaaaaaaaabaaTaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTTbTab Q_PDS
128 3 97 5.17188 294 145 198 aaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbTbTbaabaaaTTTaTaTb Q_PDS
128 3 78 4.94922 215 132 209 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaTTaa Q_PDS
128 3 115 5.83984 534 142 314 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaabaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaTTaabbTbTabTaTaab Q_PDS
128 3 70 5.86328 340 157 240 aaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaabaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaabTaTbaaTTabTTaaTaaTaabbTaba Q_PDS
128 3 93 5.07031 207 128 221 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa Q_PDS
128 3 91 5.17188 299 137 269 aaaaaTaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaTaTaTbbaTb Q_PDS
128 3 144 5.30469 385 158 226 aaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaabaaaaaaaaaaaaaaaaaaaTaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTTbbbaaTabbTaaabTbTbbaabaaaaab Q_PDS
128 3 199 5.84375 608 141 321 aaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaTaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaTaTbbbaTabbTab Q_PDS
128 3 39 4.91797 132 132 201 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaTaaaaa Q_PDS
128 3 295 6.01562 606 140 484 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaTbaTTaTbTbbTb Q_PDS
128 3 64 5.01562 146 142 181 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaTaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaTaabaaTbaaTbaTb Q_PDS
128 3 162 6.16406 658 132 359 aaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaTaaaTaabb Q_PDS
128 3 56 5.0625 252 133 223 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaababTab Q_PDS
128 3 44 4.91797 165 134 212 aaaaaTaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaTTaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaTaa Q_PDS
128 3 88 5.28516 370 141 279 aaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaabaaaaaaabaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaTTbbaTbbTbTb Q_PDS
128 3 65 5.28516 302 135 227 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTTaaaaaabTab Q_PDS
128 3 48 4.92578 201 133 210 aaaaaaaabaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaTaaaaaaaaabaaaaaaaTbaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbb Q_PDS
128 3 72 5.125 368 156 218 aaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaabTaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbTaaaTaaaTbTbTbbabbaTbTbabbab Q_PDS
128 3 88 5.38672 390 134 291 aaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaTaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaabab Q_PDS
128 3 713 6.66797 1432 149 732 aaabaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbTbTbbTbTaTTbTbaaTaTabab Q_PDS
128 3 51 5.10547 198 139 228 aaaabaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaTTaaaTabb Q_PDS
128 3 50 5.36328 189 148 216 aaabaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbTaaaTbTaaaTbTabbTbbb Q_PDS
128 3 168 5.81641 691 143 393 aaaaaaaaaaaaaaaaaaabaaaaababaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaTTaaTababbTabTb Q_PDS
128 3 106 5.70312 516 132 277 aaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaTbb Q_PDS
128 3 85 5.70703 389 129 290 aaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabb Q_PDS
128 3 88 5.73047 403 133 279 aaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaTaTaaaTaa Q_PDS
128 3 58 5.14062 297 147 212 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaabTaaabTababbbaaTabbbbb Q_PDS
128 3 95 5.57031 455 145 283 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaTaTabTbTaaTbaaaTaabbb Q_PDS
128 3 83 5.57031 409 141 246 aaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabTaTabbbTTaTbTbbb Q_PDS
128 3 55 5.125 264 145 222 aaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaabaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTabTaaTabbTbaaTabb Q_PDS
128 3 58 5.01562 262 136 232 abaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabTbaTbaaTb Q_PDS
128 3 122 5.80469 538 134 327 aaaaaababaaaaaaaaaaaaaaaaaaaaaabbaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbaaabbb Q_PDS
128 3 48 4.93359 153 138 199 aaaaaaaaaaaaaaaaaaaaaaaabaaTaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaabTbaTbTaab Q_PDS
128 3 560 5.88672 1063 131 771 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTa Q_PDS
128 3 364 6.65234 815 143 464 aaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTTbababaTbTbTbb Q_PDS
128 4 243 5.88672 518 131 532 aabaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacabacacb Q_PDS
128 4 252 5.55078 754 142 629 aaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaabaaaaaaabaTaaaaaaaaaaaaaabaaaaaaaaaaaababTaabTcabacab Q_PDS
128 4 129 5.66016 476 133 462 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaTaaabbcbcbTcTc Q_PDS
128 4 68 5.07812 274 135 306 TaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTbTaaTbbc Q_PDS
128 4 136 5.28125 396 136 395 aaaaaaaaaaaaaabaaaaaaaabaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabccbTbaaccc Q_PDS
128 4 168 5.33203 411 133 448 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaccabacaacc Q_PDS
128 4 57 4.99609 175 134 304 aaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTcaaaaaaaaaaaaaaaaaaaaaaabTbaTc Q_PDS
128 4 235 5.57812 525 134 412 aaaaaaabaaaaaaaaaaaaaaaaababaaaaaaaaaaaaaaaaabaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacTaTbcbTcc Q_PDS
128 4 114 5.32031 392 135 415 aaabaaacaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaabcccbbc Q_PDS
128 4 105 5.30469 385 135 404 aaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaTaabcTcb Q_PDS
128 4 222 5.27344 516 138 466 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaTaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaabcbacbcabcbcaacbcac Q_PDS
128 4 138 5.01562 289 139 354 aaaaaaaaaacaaaaaaaaaaaacaaaaaaacabaabaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaccabbTac Q_PDS
128 4 69 5.03906 217 132 319 aaaacaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaTbbbTb Q_PDS
128 4 273 5.46484 587 136 639 aaTaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaccaccbTTcbTabb Q_PDS
128 4 146 5.72266 559 137 483 aaTaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacbacTbTabcacbcc Q_PDS
128 4 111 5.72656 416 139 447 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaacaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTabbbTcbbcTbb Q_PDS
128 4 405 6.21875 903 136 674 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaTabbcbaaaaTbabcb Q_PDS
128 4 83 5.11328 293 134 358 aaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaccbTbaacTac Q_PDS
128 4 170 5.27734 388 133 487 aaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabcbabcbccbc Q_PDS
128 4 352 5.99609 662 130 580 aaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacbabcbTb Q_PDS
128 4 476 6.35156 876 130 756 aaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacbbcbcbab Q_PDS
128 4 163 5.08594 383 136 476 aaaaaaaaaaaaaaaaaaaTTaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaTaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTbTbbbTb Q_PDS
128 4 174 5.1875 431 138 415 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacTcaabbbcTcbbTcc Q_PDS
128 4 142 5.64453 485 132 462 aaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaabcaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaacTab Q_PDS
128 4 91 5.21484 338 134 345 acaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaTcaab Q_PDS
128 4 76 4.99609 233 140 342 aaaaaaaaaaaaacaaaaaaaaaaaccaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaabaTaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaTacTcTcac Q_PDS
128 4 119 5.21094 312 137 386 aacaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaacaaTcaaaTc Q_PDS
128 4 73 4.92969 135 131 324 acaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacc Q_PDS
128 4 76 5.11328 201 138 318 abaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabccbTacbbacb Q_PDS
128 4 138 5.64453 515 142 478 aaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabcaaTacbTbbccacac Q_PDS
128 4 142 5.08984 268 131 347 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTbcacbcc Q_PDS
128 4 94 5.11719 154 133 308 aaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaacaaaaaaaabaaaaaaaacaaabaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaacbbc Q_PDS
128 4 238 5.85938 687 131 694 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabcbbbbaTcTbb Q_PDS
128 4 74 4.98828 267 138 341 aaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTcaTccTaaTbbcc Q_PDS
128 4 60 4.98828 185 134 319 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbaaaaaaaaaaaaaaaaaaaaaaaaaaaTbaacbTcb Q_PDS
128 4 105 5.1875 294 141 376 aaaaaaaaaTaaaaaaaaaabaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaabbTaacaTaac Q_PDS
128 4 78 5.03125 260 138 350 aaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaacaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaacaaaaaaaaaaaaaaaaaaaaTabaaTab Q_PDS
128 4 110 5.14062 406 131 395 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacTacbbbb Q_PDS
128 4 102 5.35547 327 145 400 acaaTaaaabaaaaaaaaaaaaacaaaaaaaaaaaTTaabaaaaaaaaaTaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTTcbacacccaaac Q_PDS
128 4 165 5.44141 365 130 397 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaTaaTcbac Q_PDS
