Episodes Task Normalised_Cummulative_Reward
20 Q(RS) 0.89780
21 Q(RS) 0.96894
22 Q(RS) 0.96403
23 Q(RS) 0.96877
24 Q(RS) 0.91458
25 Q(RS) 0.87158
26 Q(RS) 0.98397
27 Q(RS) 0.97096
28 Q(RS) 0.91861
29 Q(RS) 0.95672
30 Q(RS) 0.95198
31 Q(RS) 0.99061
32 Q(RS) 0.95107
33 Q(RS) 0.87406
34 Q(RS) 0.97315
35 Q(RS) 0.99772
36 Q(RS) 0.81714
37 Q(RS) 0.98509
38 Q(RS) 0.97459
39 Q(RS) 0.94439
40 Q(RS) 0.87295
41 Q(RS) 0.84382
42 Q(RS) 0.92816
43 Q(RS) 0.88141
44 Q(RS) 0.90485
45 Q(RS) 0.90814
46 Q(RS) 0.85685
47 Q(RS) 0.93976
48 Q(RS) 0.99725
49 Q(RS) 0.99561
50 Q(RS) 0.99024
51 Q(RS) 0.95255
52 Q(RS) 0.83479
53 Q(RS) 0.99423
54 Q(RS) 0.95140
55 Q(RS) 0.84971
56 Q(RS) 0.87877
57 Q(RS) 0.89102
58 Q(RS) 0.99982
59 Q(RS) 0.96744
60 Q(RS) 0.99734
61 Q(RS) 0.93746
62 Q(RS) 0.93968
63 Q(RS) 0.98370
64 Q(RS) 0.92755
65 Q(RS) 0.99688
66 Q(RS) 0.98320
67 Q(RS) 0.92309
68 Q(RS) 1.00006
69 Q(RS) 0.98636
70 Q(RS) 0.99435
71 Q(RS) 1.00023
72 Q(RS) 0.94556
73 Q(RS) 0.99170
74 Q(RS) 0.96287
75 Q(RS) 0.98789
76 Q(RS) 0.95954
77 Q(RS) 0.98052
78 Q(RS) 0.93829
79 Q(RS) 0.95399
80 Q(RS) 0.99367
81 Q(RS) 0.99923
82 Q(RS) 0.99102
83 Q(RS) 0.99459
84 Q(RS) 0.95554
85 Q(RS) 0.99464
86 Q(RS) 0.97792
87 Q(RS) 0.99775
88 Q(RS) 0.98814
89 Q(RS) 0.96385
90 Q(RS) 0.98598
91 Q(RS) 0.98712
92 Q(RS) 0.93340
93 Q(RS) 0.97334
94 Q(RS) 0.97153
95 Q(RS) 0.94549
96 Q(RS) 0.92727
97 Q(RS) 0.98426
98 Q(RS) 0.94885
99 Q(RS) 1.00051
100 Q(RS) 1.00006
1 Q(RS) 0.00000
2 Q(RS) 0.52207
3 Q(RS) 0.93260
4 Q(RS) 0.89783
5 Q(RS) 0.87501
6 Q(RS) 0.81531
7 Q(RS) 0.89754
8 Q(RS) 0.95682
9 Q(RS) 0.70817
10 Q(RS) 0.97350
11 Q(RS) 0.86585
12 Q(RS) 0.98789
13 Q(RS) 0.87324
14 Q(RS) 0.99294
15 Q(RS) 0.93873
16 Q(RS) 0.94484
17 Q(RS) 0.82981
18 Q(RS) 1.00018
19 Q(RS) 0.97529
20 Q(RS) 0.99557
21 Q(RS) 0.99791
22 Q(RS) 0.97593
23 Q(RS) 0.92353
24 Q(RS) 0.97318
25 Q(RS) 0.95634
26 Q(RS) 0.99413
27 Q(RS) 0.86949
28 Q(RS) 0.88691
29 Q(RS) 0.96669
30 Q(RS) 0.97767
31 Q(RS) 0.94230
32 Q(RS) 0.77132
33 Q(RS) 0.93711
34 Q(RS) 0.90915
35 Q(RS) 0.87787
36 Q(RS) 0.96986
37 Q(RS) 0.91179
38 Q(RS) 0.97457
39 Q(RS) 0.91550
40 Q(RS) 0.93752
41 Q(RS) 0.90225
42 Q(RS) 0.97175
43 Q(RS) 0.84119
44 Q(RS) 0.93922
45 Q(RS) 0.89166
46 Q(RS) 0.88439
47 Q(RS) 0.96936
48 Q(RS) 0.99555
49 Q(RS) 0.96510
50 Q(RS) 0.95736
51 Q(RS) 0.94358
52 Q(RS) 0.94991
53 Q(RS) 0.97388
54 Q(RS) 0.96298
55 Q(RS) 0.97770
56 Q(RS) 0.89927
57 Q(RS) 0.99903
58 Q(RS) 0.99173
59 Q(RS) 0.96643
60 Q(RS) 0.99093
61 Q(RS) 0.99198
62 Q(RS) 0.94677
63 Q(RS) 0.99898
64 Q(RS) 0.86281
65 Q(RS) 0.95580
66 Q(RS) 0.93179
67 Q(RS) 0.98353
68 Q(RS) 0.93305
69 Q(RS) 0.95715
70 Q(RS) 0.95425
71 Q(RS) 0.99552
72 Q(RS) 0.89409
73 Q(RS) 0.98836
74 Q(RS) 0.91629
75 Q(RS) 0.98998
76 Q(RS) 0.93757
77 Q(RS) 1.00158
78 Q(RS) 0.97630
79 Q(RS) 0.96400
80 Q(RS) 0.93721
81 Q(RS) 0.95148
82 Q(RS) 0.90104
83 Q(RS) 0.99878
84 Q(RS) 0.96378
85 Q(RS) 0.97229
86 Q(RS) 0.99288
87 Q(RS) 0.99095
88 Q(RS) 0.95362
89 Q(RS) 0.95116
90 Q(RS) 0.98464
91 Q(RS) 0.97077
92 Q(RS) 0.99861
93 Q(RS) 0.97978
94 Q(RS) 0.95197
95 Q(RS) 0.99784
96 Q(RS) 0.90867
97 Q(RS) 0.99337
98 Q(RS) 0.98680
99 Q(RS) 1.00005
100 Q(RS) 0.99566
1 Q(RS) 0.00000
2 Q(RS) 0.90752
3 Q(RS) 0.78403
4 Q(RS) 0.68531
5 Q(RS) 0.88858
6 Q(RS) 0.87383
7 Q(RS) 0.95642
8 Q(RS) 0.67583
9 Q(RS) 0.65547
10 Q(RS) 0.68751
11 Q(RS) 0.94077
12 Q(RS) 0.83075
13 Q(RS) 0.92455
14 Q(RS) 0.76419
15 Q(RS) 0.94716
16 Q(RS) 0.85895
17 Q(RS) 0.81657
18 Q(RS) 0.93964
19 Q(RS) 0.95315
20 Q(RS) 0.84350
21 Q(RS) 0.96549
22 Q(RS) 0.83917
23 Q(RS) 0.83704
24 Q(RS) 0.90117
25 Q(RS) 0.91349
26 Q(RS) 0.73608
27 Q(RS) 0.91662
28 Q(RS) 0.99896
29 Q(RS) 0.91362
30 Q(RS) 0.96867
31 Q(RS) 0.93889
32 Q(RS) 0.95107
33 Q(RS) 0.88686
34 Q(RS) 0.94812
35 Q(RS) 0.93109
36 Q(RS) 0.76522
37 Q(RS) 0.99971
38 Q(RS) 0.91561
39 Q(RS) 0.88075
40 Q(RS) 0.99348
41 Q(RS) 0.96936
42 Q(RS) 0.91314
43 Q(RS) 0.92536
44 Q(RS) 0.94055
45 Q(RS) 0.92663
46 Q(RS) 0.93770
47 Q(RS) 0.91452
48 Q(RS) 0.97332
49 Q(RS) 0.98950
50 Q(RS) 1.00315
51 Q(RS) 0.96701
52 Q(RS) 0.99246
53 Q(RS) 0.97928
54 Q(RS) 0.92465
55 Q(RS) 0.98164
56 Q(RS) 0.93669
57 Q(RS) 0.85776
58 Q(RS) 0.99382
59 Q(RS) 0.96254
60 Q(RS) 0.99348
61 Q(RS) 1.00174
62 Q(RS) 0.98449
63 Q(RS) 0.97954
64 Q(RS) 0.94695
65 Q(RS) 0.97240
66 Q(RS) 0.83556
67 Q(RS) 0.94855
68 Q(RS) 0.99801
69 Q(RS) 0.89999
70 Q(RS) 0.98673
71 Q(RS) 0.99664
72 Q(RS) 0.97796
73 Q(RS) 0.94022
74 Q(RS) 0.99088
75 Q(RS) 0.97596
76 Q(RS) 0.98617
77 Q(RS) 0.99641
78 Q(RS) 0.94832
79 Q(RS) 1.00327
80 Q(RS) 0.99224
81 Q(RS) 0.96813
82 Q(RS) 1.00167
83 Q(RS) 0.99346
84 Q(RS) 0.98338
85 Q(RS) 0.90864
86 Q(RS) 0.98328
87 Q(RS) 0.94051
88 Q(RS) 0.93792
89 Q(RS) 0.99864
90 Q(RS) 0.92509
91 Q(RS) 0.96992
92 Q(RS) 0.96963
93 Q(RS) 0.99077
94 Q(RS) 0.96457
95 Q(RS) 1.00061
96 Q(RS) 0.97494
97 Q(RS) 0.95804
98 Q(RS) 0.96233
99 Q(RS) 0.98115
100 Q(RS) 0.99943
1 Q(RS) 0.00000
2 Q(RS) 0.89521
3 Q(RS) 0.92316
4 Q(RS) 0.88416
5 Q(RS) 0.97322
6 Q(RS) 0.95515
7 Q(RS) 0.46048
8 Q(RS) 0.83759
9 Q(RS) 0.56786
10 Q(RS) 0.81466
11 Q(RS) 0.92848
12 Q(RS) 0.93725
13 Q(RS) 0.97762
14 Q(RS) 0.73541
15 Q(RS) 0.87415
16 Q(RS) 0.97543
17 Q(RS) 0.95004
18 Q(RS) 0.79028
19 Q(RS) 0.87215
20 Q(RS) 0.77711
21 Q(RS) 0.87659
22 Q(RS) 0.92814
23 Q(RS) 0.81373
24 Q(RS) 0.89742
25 Q(RS) 0.85101
26 Q(RS) 0.99733
27 Q(RS) 0.99216
28 Q(RS) 0.93338
29 Q(RS) 0.95913
30 Q(RS) 0.89762
31 Q(RS) 0.79256
32 Q(RS) 0.96526
33 Q(RS) 0.95115
34 Q(RS) 0.99313
35 Q(RS) 0.98533
36 Q(RS) 0.71258
37 Q(RS) 0.98242
38 Q(RS) 0.98298
39 Q(RS) 0.89120
40 Q(RS) 0.84538
41 Q(RS) 0.99259
42 Q(RS) 0.95557
43 Q(RS) 0.99096
44 Q(RS) 0.99849
45 Q(RS) 1.00068
46 Q(RS) 0.84485
47 Q(RS) 0.99701
48 Q(RS) 0.92977
49 Q(RS) 0.92721
50 Q(RS) 0.89405
51 Q(RS) 0.89729
52 Q(RS) 0.93568
53 Q(RS) 0.97926
54 Q(RS) 0.96750
55 Q(RS) 0.98610
56 Q(RS) 0.93514
57 Q(RS) 0.98221
58 Q(RS) 0.96528
59 Q(RS) 0.94971
60 Q(RS) 0.94379
61 Q(RS) 1.00574
62 Q(RS) 0.91316
63 Q(RS) 0.99034
64 Q(RS) 0.97750
65 Q(RS) 0.99338
66 Q(RS) 0.98158
67 Q(RS) 0.94857
68 Q(RS) 0.92836
69 Q(RS) 0.96043
70 Q(RS) 0.96989
71 Q(RS) 0.98443
72 Q(RS) 0.98521
73 Q(RS) 0.94755
74 Q(RS) 0.96759
75 Q(RS) 0.99000
76 Q(RS) 0.96333
77 Q(RS) 0.97119
78 Q(RS) 0.99551
79 Q(RS) 0.88124
80 Q(RS) 0.96027
81 Q(RS) 0.95391
82 Q(RS) 0.99879
83 Q(RS) 0.98463
84 Q(RS) 0.98792
85 Q(RS) 1.00310
86 Q(RS) 1.00170
87 Q(RS) 0.94123
88 Q(RS) 0.99815
89 Q(RS) 1.00364
90 Q(RS) 0.95283
91 Q(RS) 0.98879
92 Q(RS) 0.94757
93 Q(RS) 0.95344
94 Q(RS) 1.00343
95 Q(RS) 0.94690
96 Q(RS) 0.99375
97 Q(RS) 0.98548
98 Q(RS) 0.99575
99 Q(RS) 0.97304
100 Q(RS) 0.99851
1 Q(RS) 0.00000
2 Q(RS) 0.64719
3 Q(RS) 0.61407
4 Q(RS) 0.83284
5 Q(RS) 0.84863
6 Q(RS) 0.91904
7 Q(RS) 0.92064
8 Q(RS) 0.96298
9 Q(RS) 0.93833
10 Q(RS) 0.56784
11 Q(RS) 0.92153
12 Q(RS) 0.95606
13 Q(RS) 0.99161
14 Q(RS) 0.88625
15 Q(RS) 0.74329
16 Q(RS) 0.97971
17 Q(RS) 0.99024
18 Q(RS) 0.89268
19 Q(RS) 0.92985
20 Q(RS) 0.67489
21 Q(RS) 0.99534
22 Q(RS) 0.92318
23 Q(RS) 0.91858
24 Q(RS) 0.88671
25 Q(RS) 0.70721
26 Q(RS) 0.82126
27 Q(RS) 0.98992
28 Q(RS) 0.94060
29 Q(RS) 0.98067
30 Q(RS) 0.99328
31 Q(RS) 0.98567
32 Q(RS) 0.92143
33 Q(RS) 0.84618
34 Q(RS) 0.90005
35 Q(RS) 0.95043
36 Q(RS) 0.88343
37 Q(RS) 0.82305
38 Q(RS) 0.84691
39 Q(RS) 0.95489
40 Q(RS) 0.82767
41 Q(RS) 0.98537
42 Q(RS) 0.91704
43 Q(RS) 0.97222
44 Q(RS) 0.97540
45 Q(RS) 0.80177
46 Q(RS) 0.95464
47 Q(RS) 0.93898
48 Q(RS) 0.99329
49 Q(RS) 0.94158
50 Q(RS) 0.95861
51 Q(RS) 0.98884
52 Q(RS) 0.97722
53 Q(RS) 0.90319
54 Q(RS) 0.99814
55 Q(RS) 0.95481
56 Q(RS) 0.83761
57 Q(RS) 0.93375
58 Q(RS) 0.89920
59 Q(RS) 0.89054
60 Q(RS) 0.91040
61 Q(RS) 0.89101
62 Q(RS) 0.99775
63 Q(RS) 0.88839
64 Q(RS) 0.99236
65 Q(RS) 0.93058
66 Q(RS) 0.96473
67 Q(RS) 0.99477
68 Q(RS) 0.97403
69 Q(RS) 0.99124
70 Q(RS) 0.92930
71 Q(RS) 0.97461
72 Q(RS) 0.90250
73 Q(RS) 0.99439
74 Q(RS) 0.93534
75 Q(RS) 0.99747
76 Q(RS) 0.98934
77 Q(RS) 0.89809
78 Q(RS) 0.98202
79 Q(RS) 0.95705
80 Q(RS) 0.95421
81 Q(RS) 0.98082
82 Q(RS) 0.92027
83 Q(RS) 0.99417
84 Q(RS) 1.00227
85 Q(RS) 0.98330
86 Q(RS) 0.99665
87 Q(RS) 0.98125
88 Q(RS) 0.99985
89 Q(RS) 0.95921
90 Q(RS) 0.99459
91 Q(RS) 0.95482
92 Q(RS) 0.92997
93 Q(RS) 0.99193
94 Q(RS) 1.00158
95 Q(RS) 0.98863
96 Q(RS) 0.93315
97 Q(RS) 0.99434
98 Q(RS) 0.98460
99 Q(RS) 0.93954
100 Q(RS) 0.99833
1 Q(RS) 0.00000
2 Q(RS) 0.91050
3 Q(RS) 0.95277
4 Q(RS) 0.94765
5 Q(RS) 0.80894
6 Q(RS) 0.87162
7 Q(RS) 0.84908
8 Q(RS) 0.93234
9 Q(RS) 0.93563
10 Q(RS) 0.73775
11 Q(RS) 0.99378
12 Q(RS) 0.77156
13 Q(RS) 0.86578
14 Q(RS) 0.96622
15 Q(RS) 0.84730
16 Q(RS) 0.97455
17 Q(RS) 0.89470
18 Q(RS) 0.95666
19 Q(RS) 0.89304
20 Q(RS) 0.99485
21 Q(RS) 0.88628
22 Q(RS) 0.97916
23 Q(RS) 0.94070
24 Q(RS) 0.99635
25 Q(RS) 0.94343
26 Q(RS) 0.95266
27 Q(RS) 0.90952
28 Q(RS) 0.79809
29 Q(RS) 0.80014
30 Q(RS) 0.98953
31 Q(RS) 0.97382
32 Q(RS) 0.98907
33 Q(RS) 0.98363
34 Q(RS) 0.89842
35 Q(RS) 0.94099
36 Q(RS) 0.93369
37 Q(RS) 0.99573
38 Q(RS) 0.89881
39 Q(RS) 0.97785
40 Q(RS) 0.87250
41 Q(RS) 0.93068
42 Q(RS) 0.85539
43 Q(RS) 0.94604
44 Q(RS) 0.93964
45 Q(RS) 0.95199
46 Q(RS) 0.86907
47 Q(RS) 1.00501
48 Q(RS) 0.88622
49 Q(RS) 0.90805
50 Q(RS) 0.97308
51 Q(RS) 0.85152
52 Q(RS) 0.89665
53 Q(RS) 0.87451
54 Q(RS) 0.91068
55 Q(RS) 0.99221
56 Q(RS) 0.95089
57 Q(RS) 0.90751
58 Q(RS) 0.97740
59 Q(RS) 0.97621
60 Q(RS) 0.99711
61 Q(RS) 0.92162
62 Q(RS) 0.87031
63 Q(RS) 0.92894
64 Q(RS) 0.99629
65 Q(RS) 0.95643
66 Q(RS) 0.96282
67 Q(RS) 0.98317
68 Q(RS) 0.89124
69 Q(RS) 0.95411
70 Q(RS) 0.95370
71 Q(RS) 0.88697
72 Q(RS) 0.98879
73 Q(RS) 0.98618
74 Q(RS) 1.00038
75 Q(RS) 0.99891
76 Q(RS) 0.99128
77 Q(RS) 0.96021
78 Q(RS) 0.95242
79 Q(RS) 0.98428
80 Q(RS) 0.98964
81 Q(RS) 0.94530
82 Q(RS) 0.98478
83 Q(RS) 0.90969
84 Q(RS) 0.94646
85 Q(RS) 0.97904
86 Q(RS) 0.98280
87 Q(RS) 0.96364
88 Q(RS) 0.97796
89 Q(RS) 0.96628
90 Q(RS) 0.98232
91 Q(RS) 0.93868
92 Q(RS) 0.94915
93 Q(RS) 0.97530
94 Q(RS) 0.98649
95 Q(RS) 1.00386
96 Q(RS) 0.99872
97 Q(RS) 0.95881
98 Q(RS) 0.96610
99 Q(RS) 0.94387
100 Q(RS) 0.98607
1 Q(RS) 0.00000
2 Q(RS) 0.72909
3 Q(RS) 0.87104
4 Q(RS) 0.97109
5 Q(RS) 0.67831
6 Q(RS) 0.84119
7 Q(RS) 0.97857
8 Q(RS) 0.98382
9 Q(RS) 0.67714
10 Q(RS) 0.88066
11 Q(RS) 0.75068
12 Q(RS) 0.98996
13 Q(RS) 0.77334
14 Q(RS) 0.93282
15 Q(RS) 0.74653
16 Q(RS) 0.96025
17 Q(RS) 0.97736
18 Q(RS) 0.73775
19 Q(RS) 0.99896
20 Q(RS) 0.90906
21 Q(RS) 0.76801
22 Q(RS) 0.95898
23 Q(RS) 0.76371
24 Q(RS) 0.90573
25 Q(RS) 0.83978
26 Q(RS) 0.99075
27 Q(RS) 0.93108
28 Q(RS) 0.93476
29 Q(RS) 0.92489
30 Q(RS) 0.83070
31 Q(RS) 0.97743
32 Q(RS) 0.85837
33 Q(RS) 0.98343
34 Q(RS) 0.96912
35 Q(RS) 0.86401
36 Q(RS) 0.91207
37 Q(RS) 0.82680
38 Q(RS) 0.98451
39 Q(RS) 0.91417
40 Q(RS) 0.79035
41 Q(RS) 0.95377
42 Q(RS) 0.96763
43 Q(RS) 0.99477
44 Q(RS) 0.88019
45 Q(RS) 0.97783
46 Q(RS) 0.98759
47 Q(RS) 0.98754
48 Q(RS) 0.99989
49 Q(RS) 0.97760
50 Q(RS) 0.97769
51 Q(RS) 0.98205
52 Q(RS) 0.94245
53 Q(RS) 0.98927
54 Q(RS) 0.98853
55 Q(RS) 0.88144
56 Q(RS) 0.98816
57 Q(RS) 0.99426
58 Q(RS) 0.99385
59 Q(RS) 0.95891
60 Q(RS) 0.95551
61 Q(RS) 0.99077
62 Q(RS) 0.98936
63 Q(RS) 0.95029
64 Q(RS) 0.99837
65 Q(RS) 0.96861
66 Q(RS) 0.93330
67 Q(RS) 0.89209
68 Q(RS) 0.99071
69 Q(RS) 0.96279
70 Q(RS) 0.97747
71 Q(RS) 0.98415
72 Q(RS) 0.99188
73 Q(RS) 0.97053
74 Q(RS) 0.97543
75 Q(RS) 0.96049
76 Q(RS) 0.99390
77 Q(RS) 0.97445
78 Q(RS) 0.99616
79 Q(RS) 0.94591
80 Q(RS) 0.96815
81 Q(RS) 0.99169
82 Q(RS) 0.99291
83 Q(RS) 0.99742
84 Q(RS) 0.97634
85 Q(RS) 0.95590
86 Q(RS) 0.94980
87 Q(RS) 0.99784
88 Q(RS) 0.99534
89 Q(RS) 0.99925
90 Q(RS) 0.99880
91 Q(RS) 0.95856
92 Q(RS) 0.96935
93 Q(RS) 0.99917
94 Q(RS) 0.99058
95 Q(RS) 0.94621
96 Q(RS) 0.96029
97 Q(RS) 0.99499
98 Q(RS) 0.99769
99 Q(RS) 0.93304
100 Q(RS) 0.99221
1 Q(RS) 0.00000
2 Q(RS) 0.88702
3 Q(RS) 0.92455
4 Q(RS) 0.93868
5 Q(RS) 0.66798
6 Q(RS) 0.89030
7 Q(RS) 0.80925
8 Q(RS) 0.74702
9 Q(RS) 0.71074
10 Q(RS) 0.98787
11 Q(RS) 0.65434
12 Q(RS) 0.95219
13 Q(RS) 0.91016
14 Q(RS) 0.95683
15 Q(RS) 0.79335
16 Q(RS) 0.84278
17 Q(RS) 0.90985
18 Q(RS) 0.76727
19 Q(RS) 0.98492
20 Q(RS) 0.80267
21 Q(RS) 0.86493
22 Q(RS) 0.99720
23 Q(RS) 0.86717
24 Q(RS) 0.96477
25 Q(RS) 0.90663
26 Q(RS) 0.86013
27 Q(RS) 0.96714
28 Q(RS) 0.98690
29 Q(RS) 0.97458
30 Q(RS) 0.93694
31 Q(RS) 0.96921
32 Q(RS) 0.92353
33 Q(RS) 0.92114
34 Q(RS) 0.98438
35 Q(RS) 0.85100
36 Q(RS) 0.78692
37 Q(RS) 0.87447
38 Q(RS) 0.91805
39 Q(RS) 0.92136
40 Q(RS) 1.00269
41 Q(RS) 0.97577
42 Q(RS) 0.92878
43 Q(RS) 0.93335
44 Q(RS) 0.98734
45 Q(RS) 0.96936
46 Q(RS) 0.77307
47 Q(RS) 0.92343
48 Q(RS) 0.96565
49 Q(RS) 0.99522
50 Q(RS) 0.98893
51 Q(RS) 0.90977
52 Q(RS) 0.96829
53 Q(RS) 0.99837
54 Q(RS) 0.93797
55 Q(RS) 0.82218
56 Q(RS) 0.98974
57 Q(RS) 0.93335
58 Q(RS) 0.95764
59 Q(RS) 0.96883
60 Q(RS) 0.99991
61 Q(RS) 1.00522
62 Q(RS) 0.98130
63 Q(RS) 1.00204
64 Q(RS) 0.99612
65 Q(RS) 1.00048
66 Q(RS) 1.00075
67 Q(RS) 0.97544
68 Q(RS) 0.98462
69 Q(RS) 0.98795
70 Q(RS) 0.87996
71 Q(RS) 0.96902
72 Q(RS) 0.99049
73 Q(RS) 1.00238
74 Q(RS) 0.99126
75 Q(RS) 0.91410
76 Q(RS) 0.98922
77 Q(RS) 0.96652
78 Q(RS) 0.87250
79 Q(RS) 0.99231
80 Q(RS) 0.95622
81 Q(RS) 0.93215
82 Q(RS) 0.96583
83 Q(RS) 0.98082
84 Q(RS) 0.98616
85 Q(RS) 0.97977
86 Q(RS) 0.99256
87 Q(RS) 0.99713
88 Q(RS) 0.98575
89 Q(RS) 0.97552
90 Q(RS) 0.98150
91 Q(RS) 1.00497
92 Q(RS) 0.99670
93 Q(RS) 0.99685
94 Q(RS) 0.99910
95 Q(RS) 0.94778
96 Q(RS) 0.97193
97 Q(RS) 0.99365
98 Q(RS) 0.97934
99 Q(RS) 0.99740
100 Q(RS) 0.97795
1 Q(RS) 0.00000
2 Q(RS) 0.90917
3 Q(RS) 0.72771
4 Q(RS) 0.90384
5 Q(RS) 0.80129
6 Q(RS) 0.96474
7 Q(RS) 0.79110
8 Q(RS) 0.72077
9 Q(RS) 0.96143
10 Q(RS) 0.51782
11 Q(RS) 0.96711
12 Q(RS) 0.87689
13 Q(RS) 0.77040
14 Q(RS) 0.92698
15 Q(RS) 0.88948
16 Q(RS) 0.73787
17 Q(RS) 0.96845
18 Q(RS) 0.97240
19 Q(RS) 0.98300
20 Q(RS) 0.99091
21 Q(RS) 0.81052
22 Q(RS) 0.81465
23 Q(RS) 0.99363
24 Q(RS) 0.94826
25 Q(RS) 0.97669
26 Q(RS) 0.89654
27 Q(RS) 0.92006
28 Q(RS) 0.81671
29 Q(RS) 0.90653
30 Q(RS) 0.97505
31 Q(RS) 0.93987
32 Q(RS) 0.96336
33 Q(RS) 0.96968
34 Q(RS) 0.93479
35 Q(RS) 0.98280
36 Q(RS) 0.82079
37 Q(RS) 0.90145
38 Q(RS) 0.94845
39 Q(RS) 0.93070
40 Q(RS) 0.91539
41 Q(RS) 0.99563
42 Q(RS) 0.90207
43 Q(RS) 1.00464
44 Q(RS) 0.92585
45 Q(RS) 0.99524
46 Q(RS) 0.97535
47 Q(RS) 0.82895
48 Q(RS) 0.95112
49 Q(RS) 0.99301
50 Q(RS) 0.98026
51 Q(RS) 0.99380
52 Q(RS) 0.99031
53 Q(RS) 0.96580
54 Q(RS) 0.88802
55 Q(RS) 0.96236
56 Q(RS) 0.99405
57 Q(RS) 0.93599
58 Q(RS) 0.84417
59 Q(RS) 0.95107
60 Q(RS) 0.88895
61 Q(RS) 0.97120
62 Q(RS) 0.98905
63 Q(RS) 0.99378
64 Q(RS) 0.93854
65 Q(RS) 0.95190
66 Q(RS) 0.89538
67 Q(RS) 0.99100
68 Q(RS) 0.94619
69 Q(RS) 0.95868
70 Q(RS) 0.94968
71 Q(RS) 0.98590
72 Q(RS) 0.97012
73 Q(RS) 0.99665
74 Q(RS) 0.99954
75 Q(RS) 0.98734
76 Q(RS) 0.93668
77 Q(RS) 0.96130
78 Q(RS) 0.92497
79 Q(RS) 0.97843
80 Q(RS) 0.98126
81 Q(RS) 0.96308
82 Q(RS) 0.98537
83 Q(RS) 0.99482
84 Q(RS) 0.99466
85 Q(RS) 0.99456
86 Q(RS) 0.95593
87 Q(RS) 0.99662
88 Q(RS) 0.97810
89 Q(RS) 0.96942
90 Q(RS) 0.98499
91 Q(RS) 0.96877
92 Q(RS) 0.97492
93 Q(RS) 0.98334
94 Q(RS) 0.98130
95 Q(RS) 0.99902
96 Q(RS) 0.99177
97 Q(RS) 1.00517
98 Q(RS) 0.99622
99 Q(RS) 0.95626
100 Q(RS) 0.95673
1 Q(RS) 0.00000
2 Q(RS) 0.86934
3 Q(RS) 0.93606
4 Q(RS) 0.76853
5 Q(RS) 0.57829
6 Q(RS) 0.97590
7 Q(RS) 0.93459
8 Q(RS) 0.53917
9 Q(RS) 0.78944
10 Q(RS) 0.95784
11 Q(RS) 0.97590
12 Q(RS) 0.98075
13 Q(RS) 0.98419
14 Q(RS) 0.83008
15 Q(RS) 0.89522
16 Q(RS) 0.86785
17 Q(RS) 0.78679
18 Q(RS) 0.93513
19 Q(RS) 0.85727
20 Q(RS) 0.95728
21 Q(RS) 0.97567
22 Q(RS) 0.96723
23 Q(RS) 0.98993
24 Q(RS) 0.87121
25 Q(RS) 0.94306
26 Q(RS) 0.97062
27 Q(RS) 1.00053
28 Q(RS) 0.76688
29 Q(RS) 0.96390
30 Q(RS) 0.84809
31 Q(RS) 0.85770
32 Q(RS) 0.87951
33 Q(RS) 0.97775
34 Q(RS) 0.94737
35 Q(RS) 0.98177
36 Q(RS) 0.96142
37 Q(RS) 0.99909
38 Q(RS) 0.99131
39 Q(RS) 0.73445
40 Q(RS) 0.94529
41 Q(RS) 0.98386
42 Q(RS) 0.96868
43 Q(RS) 0.98044
44 Q(RS) 0.99472
45 Q(RS) 0.96866
46 Q(RS) 0.84936
47 Q(RS) 1.00268
48 Q(RS) 0.97702
49 Q(RS) 0.92934
50 Q(RS) 0.99630
51 Q(RS) 0.92066
52 Q(RS) 0.90140
53 Q(RS) 0.99190
54 Q(RS) 0.95348
55 Q(RS) 0.97704
56 Q(RS) 0.95244
57 Q(RS) 0.87994
58 Q(RS) 0.97677
59 Q(RS) 0.99625
60 Q(RS) 0.87734
61 Q(RS) 0.88964
62 Q(RS) 0.98880
63 Q(RS) 0.99904
64 Q(RS) 0.91117
65 Q(RS) 0.93235
66 Q(RS) 0.99441
67 Q(RS) 0.99651
68 Q(RS) 0.98901
69 Q(RS) 0.97260
70 Q(RS) 0.91910
71 Q(RS) 0.95394
72 Q(RS) 1.00120
73 Q(RS) 0.98487
74 Q(RS) 0.95012
75 Q(RS) 0.96463
76 Q(RS) 0.99835
77 Q(RS) 0.99185
78 Q(RS) 0.91795
79 Q(RS) 1.00011
80 Q(RS) 0.90575
81 Q(RS) 0.96289
82 Q(RS) 0.95854
83 Q(RS) 0.99378
84 Q(RS) 0.99023
85 Q(RS) 0.95836
86 Q(RS) 0.98962
87 Q(RS) 0.96534
88 Q(RS) 0.95662
89 Q(RS) 0.92250
90 Q(RS) 0.97916
91 Q(RS) 0.98817
92 Q(RS) 0.99586
93 Q(RS) 0.96978
94 Q(RS) 0.93811
95 Q(RS) 0.96111
96 Q(RS) 0.99306
97 Q(RS) 0.97661
98 Q(RS) 0.97310
99 Q(RS) 0.99112
100 Q(RS) 1.00187
1 Q(RS) 0.00000
2 Q(RS) 0.66554
3 Q(RS) 0.60519
4 Q(RS) 0.96440
5 Q(RS) 0.93173
6 Q(RS) 0.96708
7 Q(RS) 0.96598
8 Q(RS) 0.92124
9 Q(RS) 0.53202
10 Q(RS) 0.97618
11 Q(RS) 0.98480
12 Q(RS) 0.96491
13 Q(RS) 0.82636
14 Q(RS) 0.91700
15 Q(RS) 0.96426
16 Q(RS) 0.87328
17 Q(RS) 0.95610
