Episodes Task Normalised_Cummulative_Reward
51 Q(PDS) 0.72973
52 Q(PDS) 0.57384
53 Q(PDS) 0.79822
54 Q(PDS) 0.94527
55 Q(PDS) 0.80133
56 Q(PDS) 0.93219
57 Q(PDS) 0.89969
58 Q(PDS) 0.83630
59 Q(PDS) 0.95450
60 Q(PDS) 0.85330
61 Q(PDS) 0.91238
62 Q(PDS) 0.76044
63 Q(PDS) 0.94075
64 Q(PDS) 0.97511
65 Q(PDS) 0.89692
66 Q(PDS) 0.93407
67 Q(PDS) 0.69861
68 Q(PDS) 0.86934
69 Q(PDS) 0.97474
70 Q(PDS) 0.89349
71 Q(PDS) 0.93889
72 Q(PDS) 0.96363
73 Q(PDS) 0.95091
74 Q(PDS) 0.93820
75 Q(PDS) 0.94647
76 Q(PDS) 0.94412
77 Q(PDS) 0.85735
78 Q(PDS) 0.86788
79 Q(PDS) 0.80828
80 Q(PDS) 0.85086
81 Q(PDS) 0.65033
82 Q(PDS) 0.86059
83 Q(PDS) 0.90211
84 Q(PDS) 0.89864
85 Q(PDS) 0.77831
86 Q(PDS) 0.81574
87 Q(PDS) 0.84878
88 Q(PDS) 0.88293
89 Q(PDS) 0.78650
90 Q(PDS) 0.91410
91 Q(PDS) 0.85980
92 Q(PDS) 0.80733
93 Q(PDS) 0.83857
94 Q(PDS) 0.81934
95 Q(PDS) 0.73450
96 Q(PDS) 0.81491
97 Q(PDS) 0.81824
98 Q(PDS) 0.79565
99 Q(PDS) 0.85737
100 Q(PDS) 0.90261
1 Q(PDS) 0.00000
2 Q(PDS) 0.72219
3 Q(PDS) 0.59216
4 Q(PDS) 0.53482
5 Q(PDS) 0.59865
6 Q(PDS) 0.79649
7 Q(PDS) 0.88600
8 Q(PDS) 0.68682
9 Q(PDS) 0.88113
10 Q(PDS) 0.69769
11 Q(PDS) 0.67853
12 Q(PDS) 0.93085
13 Q(PDS) 0.87154
14 Q(PDS) 0.94853
15 Q(PDS) 0.71062
16 Q(PDS) 0.84335
17 Q(PDS) 0.63912
18 Q(PDS) 0.86563
19 Q(PDS) 0.85501
20 Q(PDS) 0.84565
21 Q(PDS) 0.58565
22 Q(PDS) 0.69884
23 Q(PDS) 0.94676
24 Q(PDS) 0.95882
25 Q(PDS) 0.60697
26 Q(PDS) 0.82243
27 Q(PDS) 0.93105
28 Q(PDS) 0.89588
29 Q(PDS) 0.90554
30 Q(PDS) 0.93740
31 Q(PDS) 0.57943
32 Q(PDS) 0.87329
33 Q(PDS) 0.82580
34 Q(PDS) 0.52422
35 Q(PDS) 0.80812
36 Q(PDS) 0.85313
37 Q(PDS) 0.73819
38 Q(PDS) 0.76234
39 Q(PDS) 0.80549
40 Q(PDS) 0.93343
41 Q(PDS) 0.94952
42 Q(PDS) 0.86544
43 Q(PDS) 0.96853
44 Q(PDS) 0.69414
45 Q(PDS) 0.94225
46 Q(PDS) 0.91934
47 Q(PDS) 0.89554
48 Q(PDS) 0.86276
49 Q(PDS) 0.83106
50 Q(PDS) 0.92606
51 Q(PDS) 0.64684
52 Q(PDS) 0.96418
53 Q(PDS) 0.71814
54 Q(PDS) 0.71817
55 Q(PDS) 0.72982
56 Q(PDS) 0.69538
57 Q(PDS) 0.95582
58 Q(PDS) 0.92617
59 Q(PDS) 0.88880
60 Q(PDS) 0.94561
61 Q(PDS) 0.95731
62 Q(PDS) 0.82722
63 Q(PDS) 0.78520
64 Q(PDS) 0.91043
65 Q(PDS) 0.86862
66 Q(PDS) 0.94219
67 Q(PDS) 0.93920
68 Q(PDS) 0.89181
69 Q(PDS) 0.78793
70 Q(PDS) 0.83747
71 Q(PDS) 0.80725
72 Q(PDS) 0.93723
73 Q(PDS) 0.79809
74 Q(PDS) 0.71206
75 Q(PDS) 0.92027
76 Q(PDS) 0.95398
77 Q(PDS) 0.68007
78 Q(PDS) 0.87609
79 Q(PDS) 0.91043
80 Q(PDS) 0.87166
81 Q(PDS) 0.86801
82 Q(PDS) 0.87807
83 Q(PDS) 0.76099
84 Q(PDS) 0.89980
85 Q(PDS) 0.84773
86 Q(PDS) 0.95379
87 Q(PDS) 0.85565
88 Q(PDS) 0.90757
89 Q(PDS) 0.96847
90 Q(PDS) 0.81548
91 Q(PDS) 0.93748
92 Q(PDS) 0.59990
93 Q(PDS) 0.89627
94 Q(PDS) 0.84002
95 Q(PDS) 0.87281
96 Q(PDS) 0.91988
97 Q(PDS) 0.91054
98 Q(PDS) 0.96510
99 Q(PDS) 0.85861
100 Q(PDS) 0.78579
1 Q(PDS) 0.00000
2 Q(PDS) 0.39786
3 Q(PDS) 0.89782
4 Q(PDS) 0.49391
5 Q(PDS) 0.89568
6 Q(PDS) 0.89224
7 Q(PDS) 0.95272
8 Q(PDS) 0.44385
9 Q(PDS) 0.94795
10 Q(PDS) 0.84331
11 Q(PDS) 0.78010
12 Q(PDS) 0.78447
13 Q(PDS) 0.88114
14 Q(PDS) 0.89955
15 Q(PDS) 0.82348
16 Q(PDS) 0.91240
17 Q(PDS) 0.86041
18 Q(PDS) 0.78804
19 Q(PDS) 0.82745
20 Q(PDS) 0.60687
21 Q(PDS) 0.93073
22 Q(PDS) 0.94447
23 Q(PDS) 0.76682
24 Q(PDS) 0.92120
25 Q(PDS) 0.88751
26 Q(PDS) 0.55836
27 Q(PDS) 0.91140
28 Q(PDS) 0.81915
29 Q(PDS) 0.89114
30 Q(PDS) 0.94601
31 Q(PDS) 0.81650
32 Q(PDS) 0.64478
33 Q(PDS) 0.94660
34 Q(PDS) 0.85843
35 Q(PDS) 0.50610
36 Q(PDS) 0.50223
37 Q(PDS) 0.78081
38 Q(PDS) 0.68041
39 Q(PDS) 0.82044
40 Q(PDS) 0.97711
41 Q(PDS) 0.84172
42 Q(PDS) 0.78966
43 Q(PDS) 0.89838
44 Q(PDS) 0.89690
45 Q(PDS) 0.91593
46 Q(PDS) 0.92810
47 Q(PDS) 0.95010
48 Q(PDS) 0.95245
49 Q(PDS) 0.53044
50 Q(PDS) 0.87306
51 Q(PDS) 0.60302
52 Q(PDS) 0.80599
53 Q(PDS) 0.94097
54 Q(PDS) 0.83242
55 Q(PDS) 0.92794
56 Q(PDS) 0.95882
57 Q(PDS) 0.90503
58 Q(PDS) 0.78189
59 Q(PDS) 0.85841
60 Q(PDS) 0.82719
61 Q(PDS) 0.80691
62 Q(PDS) 0.92865
63 Q(PDS) 0.84377
64 Q(PDS) 0.87475
65 Q(PDS) 0.88494
66 Q(PDS) 0.61106
67 Q(PDS) 0.94149
68 Q(PDS) 0.72371
69 Q(PDS) 0.84192
70 Q(PDS) 0.91955
71 Q(PDS) 0.87769
72 Q(PDS) 0.81750
73 Q(PDS) 0.92882
74 Q(PDS) 0.95997
75 Q(PDS) 0.92987
76 Q(PDS) 0.92419
77 Q(PDS) 0.89352
78 Q(PDS) 0.93749
79 Q(PDS) 0.60724
80 Q(PDS) 0.86336
81 Q(PDS) 0.95069
82 Q(PDS) 0.98370
83 Q(PDS) 0.79142
84 Q(PDS) 0.83094
85 Q(PDS) 0.92830
86 Q(PDS) 0.76571
87 Q(PDS) 0.70440
88 Q(PDS) 0.96011
89 Q(PDS) 0.75151
90 Q(PDS) 0.85580
91 Q(PDS) 0.74999
92 Q(PDS) 0.86732
93 Q(PDS) 0.86524
94 Q(PDS) 0.91912
95 Q(PDS) 0.92924
96 Q(PDS) 0.89204
97 Q(PDS) 0.62968
98 Q(PDS) 0.79638
99 Q(PDS) 0.74598
100 Q(PDS) 0.75109
1 Q(PDS) 0.00000
2 Q(PDS) 0.63326
3 Q(PDS) 0.72190
4 Q(PDS) 0.70025
5 Q(PDS) 0.68278
6 Q(PDS) 0.94077
7 Q(PDS) 0.73762
8 Q(PDS) 0.93149
9 Q(PDS) 0.89842
10 Q(PDS) 0.91105
11 Q(PDS) 0.89186
12 Q(PDS) 0.73822
13 Q(PDS) 0.89837
14 Q(PDS) 0.95881
15 Q(PDS) 0.90051
16 Q(PDS) 0.76943
17 Q(PDS) 0.84106
18 Q(PDS) 0.81024
19 Q(PDS) 0.90413
20 Q(PDS) 0.88420
21 Q(PDS) 0.81881
22 Q(PDS) 0.87698
23 Q(PDS) 0.83742
24 Q(PDS) 0.85005
25 Q(PDS) 0.65923
26 Q(PDS) 0.89520
27 Q(PDS) 0.88198
28 Q(PDS) 0.97637
29 Q(PDS) 0.84526
30 Q(PDS) 0.85277
31 Q(PDS) 0.89246
32 Q(PDS) 0.90332
33 Q(PDS) 0.69753
34 Q(PDS) 0.90139
35 Q(PDS) 0.86903
36 Q(PDS) 0.91963
37 Q(PDS) 0.80063
38 Q(PDS) 0.65403
39 Q(PDS) 0.87407
40 Q(PDS) 0.88017
41 Q(PDS) 0.95578
42 Q(PDS) 0.70229
43 Q(PDS) 0.61041
44 Q(PDS) 0.81519
45 Q(PDS) 0.52179
46 Q(PDS) 0.81191
47 Q(PDS) 0.88264
48 Q(PDS) 0.93448
49 Q(PDS) 0.91608
50 Q(PDS) 0.89185
51 Q(PDS) 0.64903
52 Q(PDS) 0.83010
53 Q(PDS) 0.84447
54 Q(PDS) 0.68993
55 Q(PDS) 0.75463
56 Q(PDS) 0.83964
57 Q(PDS) 0.66835
58 Q(PDS) 0.53948
59 Q(PDS) 0.92598
60 Q(PDS) 0.93159
61 Q(PDS) 0.86495
62 Q(PDS) 0.89429
63 Q(PDS) 0.94500
64 Q(PDS) 0.86818
65 Q(PDS) 0.93413
66 Q(PDS) 0.78755
67 Q(PDS) 0.77272
68 Q(PDS) 0.87026
69 Q(PDS) 0.86364
70 Q(PDS) 0.78852
71 Q(PDS) 0.93019
72 Q(PDS) 0.95746
73 Q(PDS) 0.97001
74 Q(PDS) 0.71410
75 Q(PDS) 0.96641
76 Q(PDS) 0.90529
77 Q(PDS) 0.84145
78 Q(PDS) 0.92164
79 Q(PDS) 0.86996
80 Q(PDS) 0.78245
81 Q(PDS) 0.87586
82 Q(PDS) 0.95139
83 Q(PDS) 0.78243
84 Q(PDS) 0.70507
85 Q(PDS) 0.61308
86 Q(PDS) 0.69177
87 Q(PDS) 0.91746
88 Q(PDS) 0.91017
89 Q(PDS) 0.90550
90 Q(PDS) 0.94269
91 Q(PDS) 0.91820
92 Q(PDS) 0.86782
93 Q(PDS) 0.85892
94 Q(PDS) 0.93038
95 Q(PDS) 0.88637
96 Q(PDS) 0.92609
97 Q(PDS) 0.94363
98 Q(PDS) 0.80756
99 Q(PDS) 0.90099
100 Q(PDS) 0.94234
1 Q(PDS) 0.00000
2 Q(PDS) 0.82599
3 Q(PDS) 0.77252
4 Q(PDS) 0.69541
5 Q(PDS) 0.91331
6 Q(PDS) 0.95160
7 Q(PDS) 0.89213
8 Q(PDS) 0.94380
9 Q(PDS) 0.83124
10 Q(PDS) 0.85114
11 Q(PDS) 0.69641
12 Q(PDS) 0.96046
13 Q(PDS) 0.75597
14 Q(PDS) 0.71250
15 Q(PDS) 0.61198
16 Q(PDS) 0.50530
17 Q(PDS) 0.40986
18 Q(PDS) 0.94471
19 Q(PDS) 0.86307
20 Q(PDS) 0.89565
21 Q(PDS) 0.89125
22 Q(PDS) 0.93129
23 Q(PDS) 0.94570
24 Q(PDS) 0.92777
25 Q(PDS) 0.82059
26 Q(PDS) 0.81564
27 Q(PDS) 0.90909
28 Q(PDS) 0.56243
29 Q(PDS) 0.88511
30 Q(PDS) 0.88795
31 Q(PDS) 0.82324
32 Q(PDS) 0.93939
33 Q(PDS) 0.93861
34 Q(PDS) 0.56259
35 Q(PDS) 0.80757
36 Q(PDS) 0.94500
37 Q(PDS) 0.73890
38 Q(PDS) 0.84128
39 Q(PDS) 0.95066
40 Q(PDS) 0.61204
41 Q(PDS) 0.90582
42 Q(PDS) 0.78873
43 Q(PDS) 0.93446
44 Q(PDS) 0.92132
45 Q(PDS) 0.94719
46 Q(PDS) 0.87913
47 Q(PDS) 0.82985
48 Q(PDS) 0.83484
49 Q(PDS) 0.76689
50 Q(PDS) 0.82945
51 Q(PDS) 0.82131
52 Q(PDS) 0.93068
53 Q(PDS) 0.94441
54 Q(PDS) 0.96513
55 Q(PDS) 0.73811
56 Q(PDS) 0.92209
57 Q(PDS) 0.87066
58 Q(PDS) 0.89229
59 Q(PDS) 0.83646
60 Q(PDS) 0.92698
61 Q(PDS) 0.81623
62 Q(PDS) 0.89072
63 Q(PDS) 0.81539
64 Q(PDS) 0.76905
65 Q(PDS) 0.97297
66 Q(PDS) 0.78575
67 Q(PDS) 0.80217
68 Q(PDS) 0.85686
69 Q(PDS) 0.75651
70 Q(PDS) 0.86124
71 Q(PDS) 0.89418
72 Q(PDS) 0.93799
73 Q(PDS) 0.93564
74 Q(PDS) 0.89708
75 Q(PDS) 0.79282
76 Q(PDS) 0.94505
77 Q(PDS) 0.93884
78 Q(PDS) 0.91308
79 Q(PDS) 0.92330
80 Q(PDS) 0.87821
81 Q(PDS) 0.66826
82 Q(PDS) 0.66400
83 Q(PDS) 0.89105
84 Q(PDS) 0.73417
85 Q(PDS) 0.91472
86 Q(PDS) 0.92435
87 Q(PDS) 0.81510
88 Q(PDS) 0.72047
89 Q(PDS) 0.98677
90 Q(PDS) 0.85479
91 Q(PDS) 0.75851
92 Q(PDS) 0.89148
93 Q(PDS) 0.80560
94 Q(PDS) 0.90009
95 Q(PDS) 0.65236
96 Q(PDS) 0.72408
97 Q(PDS) 0.82816
98 Q(PDS) 0.93357
99 Q(PDS) 0.93390
100 Q(PDS) 0.85676
1 Q(PDS) 0.00000
2 Q(PDS) 0.60770
3 Q(PDS) 0.64566
4 Q(PDS) 0.91027
5 Q(PDS) 0.56644
6 Q(PDS) 0.91514
7 Q(PDS) 0.90063
8 Q(PDS) 0.88466
9 Q(PDS) 0.70592
10 Q(PDS) 0.41412
11 Q(PDS) 0.91372
12 Q(PDS) 0.71026
13 Q(PDS) 0.91871
14 Q(PDS) 0.85332
15 Q(PDS) 0.91796
16 Q(PDS) 0.87542
17 Q(PDS) 0.92278
18 Q(PDS) 0.97093
19 Q(PDS) 0.72889
20 Q(PDS) 0.48419
21 Q(PDS) 0.83074
22 Q(PDS) 0.91649
23 Q(PDS) 0.81220
24 Q(PDS) 0.87177
25 Q(PDS) 0.88183
26 Q(PDS) 0.92598
27 Q(PDS) 0.83766
28 Q(PDS) 0.70061
29 Q(PDS) 0.80516
30 Q(PDS) 0.96340
31 Q(PDS) 0.89613
32 Q(PDS) 0.93251
33 Q(PDS) 0.87016
34 Q(PDS) 0.98847
35 Q(PDS) 0.78581
36 Q(PDS) 0.82968
37 Q(PDS) 0.89673
38 Q(PDS) 0.47665
39 Q(PDS) 0.94616
40 Q(PDS) 0.89920
41 Q(PDS) 0.79921
42 Q(PDS) 0.80759
43 Q(PDS) 0.92232
44 Q(PDS) 0.75328
45 Q(PDS) 0.89667
46 Q(PDS) 0.68450
47 Q(PDS) 0.88484
48 Q(PDS) 0.88599
49 Q(PDS) 0.94970
50 Q(PDS) 0.93378
51 Q(PDS) 0.89762
52 Q(PDS) 0.73319
53 Q(PDS) 0.87705
54 Q(PDS) 0.61415
55 Q(PDS) 0.91168
56 Q(PDS) 0.72323
57 Q(PDS) 0.78145
58 Q(PDS) 0.79449
59 Q(PDS) 0.96470
60 Q(PDS) 0.87947
61 Q(PDS) 0.89709
62 Q(PDS) 0.76475
63 Q(PDS) 0.89524
64 Q(PDS) 0.81193
65 Q(PDS) 0.79069
66 Q(PDS) 0.62524
67 Q(PDS) 0.96079
68 Q(PDS) 0.84608
69 Q(PDS) 0.95164
70 Q(PDS) 0.92442
71 Q(PDS) 0.94278
72 Q(PDS) 0.87943
73 Q(PDS) 0.81367
74 Q(PDS) 0.88367
75 Q(PDS) 0.90259
76 Q(PDS) 0.93396
77 Q(PDS) 0.91656
78 Q(PDS) 0.92569
79 Q(PDS) 0.92296
80 Q(PDS) 0.75103
81 Q(PDS) 0.93650
82 Q(PDS) 0.92315
83 Q(PDS) 0.94348
84 Q(PDS) 0.93987
85 Q(PDS) 0.91435
86 Q(PDS) 0.93338
87 Q(PDS) 0.96044
88 Q(PDS) 0.93150
89 Q(PDS) 0.86000
90 Q(PDS) 0.74211
91 Q(PDS) 0.91971
92 Q(PDS) 0.83867
93 Q(PDS) 0.90394
94 Q(PDS) 0.88134
95 Q(PDS) 0.80226
96 Q(PDS) 0.85688
97 Q(PDS) 0.93166
98 Q(PDS) 0.86056
99 Q(PDS) 0.85492
100 Q(PDS) 0.90602
1 Q(PDS) 0.00000
2 Q(PDS) 0.61668
3 Q(PDS) 0.50303
4 Q(PDS) 0.79070
5 Q(PDS) 0.95260
6 Q(PDS) 0.93478
7 Q(PDS) 0.90122
8 Q(PDS) 0.67516
9 Q(PDS) 0.60210
10 Q(PDS) 0.84615
11 Q(PDS) 0.89029
12 Q(PDS) 0.90013
13 Q(PDS) 0.85954
14 Q(PDS) 0.92973
15 Q(PDS) 0.90030
16 Q(PDS) 0.84544
17 Q(PDS) 0.92056
18 Q(PDS) 0.72825
19 Q(PDS) 0.92944
20 Q(PDS) 0.68908
21 Q(PDS) 0.84214
22 Q(PDS) 0.52588
23 Q(PDS) 0.83667
24 Q(PDS) 0.65478
25 Q(PDS) 0.85100
26 Q(PDS) 0.94897
27 Q(PDS) 0.89098
28 Q(PDS) 0.73864
29 Q(PDS) 0.92879
30 Q(PDS) 0.90649
31 Q(PDS) 0.91241
32 Q(PDS) 0.64422
33 Q(PDS) 0.72028
34 Q(PDS) 0.67337
35 Q(PDS) 0.79255
36 Q(PDS) 0.77260
37 Q(PDS) 0.61225
38 Q(PDS) 0.83330
39 Q(PDS) 0.96014
40 Q(PDS) 0.88971
41 Q(PDS) 0.90303
42 Q(PDS) 0.85790
43 Q(PDS) 0.78434
44 Q(PDS) 0.67677
45 Q(PDS) 0.85301
46 Q(PDS) 0.75817
47 Q(PDS) 0.93036
48 Q(PDS) 0.89555
49 Q(PDS) 0.85996
50 Q(PDS) 0.94708
51 Q(PDS) 0.91894
52 Q(PDS) 0.93541
53 Q(PDS) 0.95379
54 Q(PDS) 0.97183
55 Q(PDS) 0.87475
56 Q(PDS) 0.70525
57 Q(PDS) 0.71567
58 Q(PDS) 0.92485
59 Q(PDS) 0.94616
60 Q(PDS) 0.70330
61 Q(PDS) 0.94866
62 Q(PDS) 0.83008
63 Q(PDS) 0.71873
64 Q(PDS) 0.97346
65 Q(PDS) 0.66319
66 Q(PDS) 0.95358
67 Q(PDS) 0.82830
68 Q(PDS) 0.88851
69 Q(PDS) 0.92756
70 Q(PDS) 0.86193
71 Q(PDS) 0.91745
72 Q(PDS) 0.86350
73 Q(PDS) 0.91858
74 Q(PDS) 0.83995
75 Q(PDS) 0.93814
76 Q(PDS) 0.63908
77 Q(PDS) 0.84451
78 Q(PDS) 0.89156
79 Q(PDS) 0.81496
80 Q(PDS) 0.78564
81 Q(PDS) 0.79560
82 Q(PDS) 0.87453
83 Q(PDS) 0.79512
84 Q(PDS) 0.75700
85 Q(PDS) 0.91746
86 Q(PDS) 0.59952
87 Q(PDS) 0.86394
88 Q(PDS) 0.97460
89 Q(PDS) 0.72006
90 Q(PDS) 0.69503
91 Q(PDS) 0.81734
92 Q(PDS) 0.95384
93 Q(PDS) 0.82271
94 Q(PDS) 0.96245
95 Q(PDS) 0.95253
96 Q(PDS) 0.86920
97 Q(PDS) 0.92649
98 Q(PDS) 0.95849
99 Q(PDS) 0.93550
100 Q(PDS) 0.82625
1 Q(PDS) 0.00000
2 Q(PDS) 0.82294
3 Q(PDS) 0.84067
4 Q(PDS) 0.91093
5 Q(PDS) 0.56022
6 Q(PDS) 0.72681
7 Q(PDS) 0.65324
8 Q(PDS) 0.84095
9 Q(PDS) 0.78662
10 Q(PDS) 0.95678
11 Q(PDS) 0.82443
12 Q(PDS) 0.56026
13 Q(PDS) 0.94238
14 Q(PDS) 0.78903
15 Q(PDS) 0.90869
16 Q(PDS) 0.69255
17 Q(PDS) 0.93300
18 Q(PDS) 0.90581
19 Q(PDS) 0.95679
20 Q(PDS) 0.87317
21 Q(PDS) 0.90386
22 Q(PDS) 0.85452
23 Q(PDS) 0.82605
24 Q(PDS) 0.98158
25 Q(PDS) 0.87775
26 Q(PDS) 0.95419
27 Q(PDS) 0.92526
28 Q(PDS) 0.89636
29 Q(PDS) 0.82354
30 Q(PDS) 0.70642
31 Q(PDS) 0.88364
32 Q(PDS) 0.83976
33 Q(PDS) 0.73264
34 Q(PDS) 0.93870
35 Q(PDS) 0.77036
36 Q(PDS) 0.81789
37 Q(PDS) 0.69105
38 Q(PDS) 0.94517
39 Q(PDS) 0.88377
40 Q(PDS) 0.84145
41 Q(PDS) 0.87832
42 Q(PDS) 0.95497
43 Q(PDS) 0.96768
44 Q(PDS) 0.89133
45 Q(PDS) 0.78427
46 Q(PDS) 0.86352
47 Q(PDS) 0.84437
48 Q(PDS) 0.95126
49 Q(PDS) 0.85447
50 Q(PDS) 0.78492
51 Q(PDS) 0.80811
52 Q(PDS) 0.75249
53 Q(PDS) 0.95899
54 Q(PDS) 0.96283
55 Q(PDS) 0.91898
56 Q(PDS) 0.63527
57 Q(PDS) 0.89045
58 Q(PDS) 0.67936
59 Q(PDS) 0.85198
60 Q(PDS) 0.95060
61 Q(PDS) 0.86785
62 Q(PDS) 0.96592
63 Q(PDS) 0.90337
64 Q(PDS) 0.88595
65 Q(PDS) 0.64723
66 Q(PDS) 0.88597
67 Q(PDS) 0.88789
68 Q(PDS) 0.83988
69 Q(PDS) 0.68330
70 Q(PDS) 0.73016
71 Q(PDS) 0.96970
72 Q(PDS) 0.70075
73 Q(PDS) 0.87977
74 Q(PDS) 0.80288
75 Q(PDS) 0.92636
76 Q(PDS) 0.83561
77 Q(PDS) 0.63962
78 Q(PDS) 0.78578
79 Q(PDS) 0.73238
80 Q(PDS) 0.72353
81 Q(PDS) 0.92463
82 Q(PDS) 0.87861
83 Q(PDS) 0.92772
84 Q(PDS) 0.94395
85 Q(PDS) 0.80602
86 Q(PDS) 0.90472
87 Q(PDS) 0.92855
88 Q(PDS) 0.79468
89 Q(PDS) 0.95051
90 Q(PDS) 0.68896
91 Q(PDS) 0.90987
92 Q(PDS) 0.81724
93 Q(PDS) 0.93022
94 Q(PDS) 0.93433
95 Q(PDS) 0.93294
96 Q(PDS) 0.70871
97 Q(PDS) 0.93616
98 Q(PDS) 0.72024
99 Q(PDS) 0.93813
100 Q(PDS) 0.86745
1 Q(PDS) 0.00000
2 Q(PDS) 0.88299
3 Q(PDS) 0.91683
4 Q(PDS) 0.78774
5 Q(PDS) 0.90400
6 Q(PDS) 0.72517
7 Q(PDS) 0.63504
8 Q(PDS) 0.87459
9 Q(PDS) 0.83711
10 Q(PDS) 0.64729
11 Q(PDS) 0.93987
12 Q(PDS) 0.80986
13 Q(PDS) 0.53520
14 Q(PDS) 0.96522
15 Q(PDS) 0.39466
16 Q(PDS) 0.94474
17 Q(PDS) 0.94488
18 Q(PDS) 0.84599
19 Q(PDS) 0.93103
20 Q(PDS) 0.91509
21 Q(PDS) 0.95848
22 Q(PDS) 0.90466
23 Q(PDS) 0.94042
24 Q(PDS) 0.81065
25 Q(PDS) 0.82354
26 Q(PDS) 0.90285
27 Q(PDS) 0.92744
28 Q(PDS) 0.81916
29 Q(PDS) 0.83500
30 Q(PDS) 0.85485
31 Q(PDS) 0.82366
32 Q(PDS) 0.90889
33 Q(PDS) 0.90782
34 Q(PDS) 0.76208
35 Q(PDS) 0.89229
36 Q(PDS) 0.84576
37 Q(PDS) 0.78942
38 Q(PDS) 0.83417
39 Q(PDS) 0.70165
40 Q(PDS) 0.71505
41 Q(PDS) 0.90867
42 Q(PDS) 0.93856
43 Q(PDS) 0.79775
44 Q(PDS) 0.86747
45 Q(PDS) 0.96406
46 Q(PDS) 0.93897
47 Q(PDS) 0.96495
48 Q(PDS) 0.88525
49 Q(PDS) 0.93109
50 Q(PDS) 0.93087
51 Q(PDS) 0.83859
52 Q(PDS) 0.93486
53 Q(PDS) 0.57156
54 Q(PDS) 0.93179
55 Q(PDS) 0.95896
56 Q(PDS) 0.97199
57 Q(PDS) 0.91438
58 Q(PDS) 0.89730
59 Q(PDS) 0.91588
60 Q(PDS) 0.92307
61 Q(PDS) 0.61706
62 Q(PDS) 0.59201
63 Q(PDS) 0.71448
64 Q(PDS) 0.78039
65 Q(PDS) 0.89019
66 Q(PDS) 0.89883
67 Q(PDS) 0.98276
68 Q(PDS) 0.86335
69 Q(PDS) 0.86420
70 Q(PDS) 0.93765
71 Q(PDS) 0.91045
72 Q(PDS) 0.86225
73 Q(PDS) 0.91337
74 Q(PDS) 0.75708
75 Q(PDS) 0.64360
76 Q(PDS) 0.91442
77 Q(PDS) 0.93540
78 Q(PDS) 0.89777
79 Q(PDS) 0.93828
80 Q(PDS) 0.94697
81 Q(PDS) 0.71190
82 Q(PDS) 0.93972
83 Q(PDS) 0.92405
84 Q(PDS) 0.96530
85 Q(PDS) 0.96044
86 Q(PDS) 0.67994
87 Q(PDS) 0.83983
88 Q(PDS) 0.81046
89 Q(PDS) 0.79165
90 Q(PDS) 0.95403
91 Q(PDS) 0.91555
92 Q(PDS) 0.93986
93 Q(PDS) 0.92970
94 Q(PDS) 0.86735
95 Q(PDS) 0.95290
96 Q(PDS) 0.91121
97 Q(PDS) 0.84731
98 Q(PDS) 0.85121
99 Q(PDS) 0.92529
100 Q(PDS) 0.94057
1 Q(PDS) 0.00000
2 Q(PDS) 0.89064
3 Q(PDS) 0.77266
4 Q(PDS) 0.83738
5 Q(PDS) 0.66729
6 Q(PDS) 0.65332
7 Q(PDS) 0.59216
8 Q(PDS) 0.94334
9 Q(PDS) 0.88547
10 Q(PDS) 0.87413
11 Q(PDS) 0.97634
12 Q(PDS) 0.84885
13 Q(PDS) 0.86749
14 Q(PDS) 0.68816
15 Q(PDS) 0.88447
16 Q(PDS) 0.68584
17 Q(PDS) 0.83625
18 Q(PDS) 0.68674
19 Q(PDS) 0.65568
20 Q(PDS) 0.75088
21 Q(PDS) 0.95641
22 Q(PDS) 0.63514
23 Q(PDS) 0.61373
24 Q(PDS) 0.70185
25 Q(PDS) 0.90784
26 Q(PDS) 0.69814
27 Q(PDS) 0.79868
28 Q(PDS) 0.79976
29 Q(PDS) 0.93823
30 Q(PDS) 0.92439
31 Q(PDS) 0.92726
32 Q(PDS) 0.83856
33 Q(PDS) 0.96940
34 Q(PDS) 0.89856
35 Q(PDS) 0.91592
36 Q(PDS) 0.64886
37 Q(PDS) 0.91384
38 Q(PDS) 0.85612
39 Q(PDS) 0.65947
40 Q(PDS) 0.91264
41 Q(PDS) 0.93382
42 Q(PDS) 0.89817
43 Q(PDS) 0.88963
44 Q(PDS) 0.90725
45 Q(PDS) 0.70744
46 Q(PDS) 0.87700
47 Q(PDS) 0.67177
48 Q(PDS) 0.91600
49 Q(PDS) 0.78756
50 Q(PDS) 0.92648
51 Q(PDS) 0.83571
52 Q(PDS) 0.89979
53 Q(PDS) 0.86183
54 Q(PDS) 0.83120
55 Q(PDS) 0.64379
56 Q(PDS) 0.87841
57 Q(PDS) 0.84041
58 Q(PDS) 0.90483
59 Q(PDS) 0.84682
60 Q(PDS) 0.97552
61 Q(PDS) 0.87396
62 Q(PDS) 0.89832
63 Q(PDS) 0.89598
64 Q(PDS) 0.74071
65 Q(PDS) 0.96194
66 Q(PDS) 0.57644
67 Q(PDS) 0.80337
68 Q(PDS) 0.88539
69 Q(PDS) 0.67647
70 Q(PDS) 0.93148
71 Q(PDS) 0.83726
72 Q(PDS) 0.89735
73 Q(PDS) 0.82933
74 Q(PDS) 0.78097
75 Q(PDS) 0.89100
76 Q(PDS) 0.89276
77 Q(PDS) 0.92149
78 Q(PDS) 0.90215
79 Q(PDS) 0.71188
80 Q(PDS) 0.97274
81 Q(PDS) 0.64509
