States inputs Time(msecs) Memory(MB) Nodes Length Episodes Sequence Algorithm
256 4 0 0.949219 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.964844 8 7 7 aaaaaaa Q_PDS
256 4 0 0.964844 8 7 7 aaaaaaa Q_PDS
256 4 0 0.953125 7 6 6 aaaaaa Q_PDS
256 4 0 0.964844 8 7 7 aaaaaaa Q_PDS
256 4 0 0.964844 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 4 0 1.00781 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.00781 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 4 0 1.00781 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 4 0 1.00781 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 4 0 1.00781 10 9 9 aaaaaaaaa Q_PDS
256 4 0 0.996094 10 9 9 aaaaaaaaa Q_PDS
256 4 0 0.953125 11 10 10 aaaaaaaaaa Q_PDS
256 4 0 0.957031 11 10 10 aaaaaaaaaa Q_PDS
256 4 0 0.964844 8 7 7 aaaaaaa Q_PDS
256 4 0 1.02344 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.957031 10 9 9 aaaaabaaa Q_PDS
256 4 0 0.957031 10 9 9 aaaaaaaaa Q_PDS
256 4 0 0.996094 12 11 11 aaaaaaaacaa Q_PDS
256 4 0 0.988281 8 7 8 aaaaaaa Q_PDS
256 4 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.988281 10 9 9 aaaaaaaab Q_PDS
256 4 0 0.988281 11 10 10 aaaaaaaaaa Q_PDS
256 4 0 0.988281 9 8 9 aaaaaaaa Q_PDS
256 4 0 0.957031 8 7 8 aaaaaaa Q_PDS
256 4 0 0.957031 10 9 9 aaaaaaaaa Q_PDS
256 4 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.976562 10 9 9 aaaaaaaaa Q_PDS
256 4 0 0.976562 8 7 7 aaaaaaa Q_PDS
256 4 0 0.988281 10 9 9 aaadaaaaa Q_PDS
256 4 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.988281 9 8 8 aaaacaaa Q_PDS
256 4 0 1.05078 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.05078 10 9 9 aaaaaaaaa Q_PDS
256 4 0 0.980469 9 8 8 aaaabaaa Q_PDS
256 4 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.01953 9 8 8 aaabaaaa Q_PDS
256 4 0 1.01953 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.01562 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.03906 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.03906 8 7 7 aaaaaaa Q_PDS
256 4 0 1.03906 8 7 7 aaaaaaa Q_PDS
256 4 0 1.02344 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.03906 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.02734 8 7 7 aaaaaaa Q_PDS
256 4 0 1.03906 11 10 10 aaaaaaaaaa Q_PDS
256 4 0 1.03906 8 7 7 aaaaaaa Q_PDS
256 4 0 1.0625 8 7 7 aaaaaaa Q_PDS
256 4 0 1.0625 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.0625 10 9 10 aaaaaaaaa Q_PDS
256 4 0 1.0625 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.0625 12 11 12 aaaaaaaaaaa Q_PDS
256 4 0 1.05078 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.04688 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.04688 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.0625 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.0625 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.0625 8 7 7 aaaaaaa Q_PDS
256 4 0 1.0625 9 8 9 aaaaaaaa Q_PDS
256 4 0 1.0625 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.03516 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.03516 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.03516 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.0625 10 9 9 aaaaaaaba Q_PDS
256 4 0 1.0625 8 7 7 aaaaaaa Q_PDS
256 4 0 1.0625 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.05078 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.03125 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1.01562 9 8 8 aaaaaaaa Q_PDS
256 4 0 1.03906 10 9 9 aaaaaaaaa Q_PDS
256 4 0 0.980469 8 7 7 aaaaaaa Q_PDS
256 4 0 0.96875 8 7 7 aaaaaaa Q_PDS
256 4 0 0.96875 10 9 9 aaaaaaaaa Q_PDS
256 4 0 1 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.992188 10 9 9 aaaaaaaaa Q_PDS
256 4 0 0.96875 12 11 11 aaaaaaaaaaa Q_PDS
256 4 0 0.929688 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.9375 10 9 9 aaaaaaaaa Q_PDS
256 4 0 0.9375 10 9 9 aaabaaaaa Q_PDS
256 4 0 0.960938 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.960938 10 9 9 aaaaaaaaa Q_PDS
256 4 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 4 0 0.964844 9 8 8 aaaaaaaa Q_PDS
256 5 0 0.964844 8 7 7 aaaaaaa Q_PDS
256 5 0 0.964844 9 8 8 aaaaaaaa Q_PDS
256 5 0 0.964844 8 7 7 aaaaaaa Q_PDS
256 5 0 0.964844 8 7 7 aaaaaaa Q_PDS
256 5 0 0.953125 8 7 7 aaaaaaa Q_PDS
256 5 0 0.964844 7 6 6 aaaaaa Q_PDS
256 5 0 0.964844 9 8 8 aaaaaaaa Q_PDS
256 5 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 5 0 0.933594 8 7 7 aaaaaaa Q_PDS
256 5 0 0.960938 8 7 7 aaaaaaa Q_PDS
256 5 0 0.933594 9 8 9 aaaaaaaa Q_PDS
256 5 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 5 0 0.988281 8 7 7 aaaaaaa Q_PDS
256 5 0 0.988281 8 7 7 aaaaaaa Q_PDS
256 5 0 0.988281 7 6 6 aaaaaa Q_PDS
256 5 0 0.988281 8 7 7 aaaaaaa Q_PDS
256 5 0 0.988281 7 6 6 aaaaaa Q_PDS
256 5 0 0.96875 9 8 8 aaaaaaaa Q_PDS
256 5 0 0.988281 9 8 8 aaaaaaaa Q_PDS
256 5 0 0.988281 7 6 7 aaaaaa Q_PDS
256 5 0 1.0625 7 6 6 aaaaaa Q_PDS
256 5 0 1.01953 7 6 6 aaaaaa Q_PDS
256 5 0 1.0625 8 7 7 aaaaaaa Q_PDS
256 5 0 1.0625 8 7 7 aaaaaaa Q_PDS
256 5 0 1.0625 8 7 7 abaeaaa Q_PDS
256 5 0 1.0625 8 7 7 aaaaada Q_PDS
256 5 0 1.0625 9 8 8 aaaaaaaa Q_PDS
256 5 0 1.0625 8 7 7 aaaaaaa Q_PDS
256 5 0 1.0625 7 6 6 aaaaaa Q_PDS
256 5 0 1.0625 10 9 9 aaaaaaaaa Q_PDS
256 5 0 1.0625 10 9 9 aaaaaaaaa Q_PDS
256 5 0 1.05469 8 7 7 aaaaaaa Q_PDS
256 5 0 1.03516 8 7 7 aaaaaaa Q_PDS
256 5 0 1.03516 9 8 8 aaaaaaaa Q_PDS
256 5 0 1.03516 8 7 7 aaaaaaa Q_PDS
256 5 0 1.03516 8 7 7 aaaaaaa Q_PDS
256 5 0 1.03516 9 8 8 aaaaaaaa Q_PDS
256 5 0 1.02344 7 6 6 aaaaaa Q_PDS
256 5 0 1.02344 9 8 8 aaaaaaaa Q_PDS
256 5 0 1.03516 10 9 9 aaaaaaaaa Q_PDS
256 5 0 1.03516 8 7 7 aaaaaaa Q_PDS
256 5 0 1.02344 8 7 7 aaaaaaa Q_PDS
256 5 0 0.953125 8 7 7 aaaaaaa Q_PDS
256 5 0 1.02344 8 7 7 aaaaaaa Q_PDS
256 5 0 0.957031 7 6 6 aaaaaa Q_PDS
256 5 0 0.953125 8 7 7 aaaaaaa Q_PDS
256 5 0 0.953125 7 6 6 aaaaaa Q_PDS
256 5 0 0.96875 8 7 7 aaaaaaa Q_PDS
256 5 0 0.96875 8 7 7 aaaaaaa Q_PDS
256 5 0 0.96875 10 9 9 aaaaaaaaa Q_PDS
256 5 0 0.953125 9 8 8 aaaaadaa Q_PDS
256 5 0 0.953125 8 7 7 aaaaaaa Q_PDS
256 5 0 0.9375 9 8 8 aaaaaaaa Q_PDS
256 5 0 0.96875 7 6 6 aaaaaa Q_PDS
256 5 0 1.00781 9 8 8 aaaaaaaa Q_PDS
256 5 0 0.972656 8 7 7 aaaaaaa Q_PDS
256 5 0 0.972656 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 7 6 6 aaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 10 9 9 aaaaaaaaa Q_PDS
256 5 0 1.00781 9 8 8 aaaaaaaa Q_PDS
256 5 0 1.00781 9 8 8 aaaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 0.988281 7 6 6 aaaaaa Q_PDS
256 5 0 0.988281 8 7 7 aaaaaaa Q_PDS
256 5 0 0.988281 7 6 6 aaaaaa Q_PDS
256 5 0 0.988281 8 7 7 aaaaaab Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 7 6 6 aaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 7 6 6 aaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 9 8 8 aaaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 9 8 8 aaaaaaaa Q_PDS
256 5 0 0.980469 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 9 8 8 aaaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 9 8 8 aaaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 9 8 8 aaaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 7 6 6 aaaaaa Q_PDS
256 5 0 1.00781 7 6 6 aaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 1.00781 7 6 6 aaaaaa Q_PDS
256 5 0 1.00781 9 8 8 aaaaaaaa Q_PDS
256 5 0 1.00781 8 7 7 aaaaaaa Q_PDS
256 5 0 0.992188 8 7 7 aaaaaaa Q_PDS
256 5 0 0.984375 7 6 6 aaaaaa Q_PDS
256 5 0 1.00781 7 6 6 aaaaaa Q_PDS
256 5 0 0.980469 8 7 7 aaaaaaa Q_PDS
256 5 0 0.980469 9 8 8 aaaaaaaa Q_PDS
512 2 1 1.0625 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 20 19 19 aaaaaaaaaaaaaaaaaaa Q_PDS
512 2 1 1.11719 24 23 23 aaaaaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 17 16 16 aaaaaaaaaaaabaaa Q_PDS
512 2 0 1.11719 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.05078 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.06641 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.0625 21 20 20 aaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.0625 16 15 15 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 15 14 14 aaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 16 15 15 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.08594 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.05078 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.0625 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 21 20 20 aaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.08203 20 19 19 aaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 15 14 14 aaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 20 19 19 aaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 18 17 17 aaaaaaaaaaaaaaaab Q_PDS
512 2 0 1.125 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.125 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.16016 20 19 19 aaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.17188 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.13281 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.14453 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.14062 20 19 19 aaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.13281 16 15 15 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.125 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 16 15 15 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.13281 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.0625 18 17 21 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.13281 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.07422 18 17 18 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.10938 16 15 15 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.10938 20 19 19 aaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.10938 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.07031 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.16016 17 16 20 aaaaaaaaaaaabaaa Q_PDS
512 2 0 1.11328 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.10547 24 23 23 aaaaaaaaaaabaaaaaaaaaaa Q_PDS
512 2 0 1.19531 21 20 20 aaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.10938 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.15234 16 15 15 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.14062 19 18 19 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.14062 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 22 21 21 aaaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.13281 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.15625 20 19 19 aaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.15625 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.14844 19 18 20 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.10938 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.10938 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.10938 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.07031 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.12891 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.12891 16 15 15 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 23 22 22 aaaaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.09375 16 15 15 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.12891 22 21 21 aaaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.09766 20 19 19 aaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.09766 22 21 21 aaaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.08984 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 21 20 20 aaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.14844 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.14844 21 20 20 aaaaaaaaaaaaaaaabaaa Q_PDS
512 2 0 1.19531 16 15 15 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.17188 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.16406 19 18 18 aaaaaaaabaaaaaaaaa Q_PDS
512 2 0 1.16406 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.16406 17 16 16 aaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.16406 21 20 20 aaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.14062 21 20 20 aaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 22 21 21 aaaaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11719 16 15 16 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11328 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.14453 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.12109 22 21 21 aaaaaaaaaaaaabaaaaaaa Q_PDS
512 2 0 1.09766 19 18 18 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11328 16 15 19 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 19 18 23 aaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11328 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 20 19 19 aaaaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.11328 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 16 15 15 aaaaaaaaaaaaaaa Q_PDS
512 2 0 1.16797 18 17 17 aaaaaaaaaaaaaaaaa Q_PDS
512 2 0 1.19531 19 18 23 aaaaaaaaaaaaaaaaaa Q_PDS
512 3 0 1.16016 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.17578 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.17578 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.15625 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.17969 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.12109 12 11 11 aaaaaaaacaa Q_PDS
512 3 0 1.17969 14 13 13 aaaaaaaaaaaaa Q_PDS
512 3 0 1.17969 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.16016 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.17969 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.17969 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.17969 13 12 12 aaaaaabaaaaa Q_PDS
512 3 0 1.17969 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.17969 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.20312 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.20312 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.20312 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.23047 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.23047 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.19531 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.23047 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.23047 14 13 13 aaaaaaaaaaaaa Q_PDS
512 3 0 1.23047 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.23047 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.19922 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.23047 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.23047 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.20312 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.23047 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.19531 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.17188 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.17188 12 11 11 aaaaaacaaaa Q_PDS
512 3 0 1.1875 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.1875 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.1875 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.16797 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.16797 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.1875 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.1875 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.16016 13 12 12 aaaacaaaaaaa Q_PDS
512 3 0 1.12891 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.12891 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.20312 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.16016 14 13 13 aaaaaaaaaaaaa Q_PDS
512 3 0 1.14062 13 12 12 aaaaaaaaabaa Q_PDS
512 3 0 1.14453 12 11 11 aaaaaaacaaa Q_PDS
512 3 0 1.14453 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.125 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.14453 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.125 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.17188 14 13 13 aaaaaaaaaaaaa Q_PDS
512 3 0 1.15625 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.17188 15 14 14 aaaaaaaaaaaaaa Q_PDS
512 3 0 1.16016 14 13 13 aaaaaaaaaaaaa Q_PDS
512 3 0 1.12891 14 13 13 aaaaaaaaaaaba Q_PDS
512 3 0 1.15625 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.21484 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.1875 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.11719 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.14453 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.14062 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.1875 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.15625 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.1875 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.1875 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.15625 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.15625 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.15625 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.1875 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.1875 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.1875 13 12 14 aaaaaaaaaaaa Q_PDS
512 3 0 1.25391 14 13 13 aaaaaaaaaaaac Q_PDS
512 3 0 1.25391 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.25391 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.25391 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.25391 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.23828 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.25391 15 14 14 aaaaaaaaaaaaaa Q_PDS
512 3 0 1.25391 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.25391 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.22656 13 12 12 aaaaaaaaaaac Q_PDS
512 3 0 1.22266 14 13 13 aaaaaaabaaaaa Q_PDS
512 3 0 1.22266 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.22266 12 11 11 aaaaaacaaaa Q_PDS
512 3 0 1.22266 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.25391 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.22656 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.25391 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.22656 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.25391 13 12 12 aaaaaaaaaaaa Q_PDS
512 3 0 1.25391 14 13 13 aaaaaaaaaaaaa Q_PDS
512 3 0 1.25391 14 13 13 aaaaaaaaaaaaa Q_PDS
512 3 0 1.30078 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.27734 12 11 11 aaaaaaaaaaa Q_PDS
512 3 0 1.30078 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.25781 15 14 14 aaaaaabaaaaaaa Q_PDS
512 3 0 1.30078 16 15 15 aaaaaaaaaaaaaaa Q_PDS
512 3 0 1.25781 10 9 9 aaaaaaaaa Q_PDS
512 3 0 1.30078 11 10 10 aaaaaaaaaa Q_PDS
512 3 0 1.25781 12 11 11 aaaaaaaaaaa Q_PDS
512 4 0 1.21875 11 10 10 aaaaaaaaaa Q_PDS
512 4 0 1.25781 9 8 8 aaaaaaaa Q_PDS
512 4 0 1.25781 11 10 10 aaaaaaaaaa Q_PDS
512 4 0 1.25781 10 9 9 aaaaaaaaa Q_PDS
512 4 0 1.19531 9 8 8 aaaaaaaa Q_PDS
512 4 0 1.21875 10 9 9 aaaaaaaaa Q_PDS
512 4 0 1.20312 11 10 10 aaaaaaaaaa Q_PDS
512 4 0 1.19531 10 9 9 aaaaaaaaa Q_PDS
